Timestamp,Mean Accelerometer X Walking,Mean Accelerometer Y Walking,Mean Accelerometer Z Walking,Mean Gyroscope X Walking,Mean Gyroscope Y Walking,Mean Gyroscope Z Walking,Mean Reoriented Accelerometer X Walking,Mean Reoriented Accelerometer Y Walking,Mean Reoriented Accelerometer Z Walking,Mean Reoriented Gyroscope X Walking,Mean Reoriented Gyroscope Y Walking,Mean Reoriented Gyroscope Z Walking,Variance Accelerometer X Walking,Variance Accelerometer Y Walking,Variance Accelerometer Z Walking,Variance Gyroscope X Walking,Variance Gyroscope Y Walking,Variance Gyroscope Z Walking,Variance Reoriented Accelerometer X Walking,Variance Reoriented Accelerometer Y Walking,Variance Reoriented Accelerometer Z Walking,Variance Reoriented Gyroscope X Walking,Variance Reoriented Gyroscope Y Walking,Variance Reoriented Gyroscope Z Walking,Max Accelerometer X Walking,Max Accelerometer Y Walking,Max Accelerometer Z Walking,Max Gyroscope X Walking,Max Gyroscope Y Walking,Max Gyroscope Z Walking,Max Reoriented Accelerometer X Walking,Max Reoriented Accelerometer Y Walking,Max Reoriented Accelerometer Z Walking,Max Reoriented Gyroscope X Walking,Max Reoriented Gyroscope Y Walking,Max Reoriented Gyroscope Z Walking,Min Accelerometer X Walking,Min Accelerometer Y Walking,Min Accelerometer Z Walking,Min Gyroscope X Walking,Min Gyroscope Y Walking,Min Gyroscope Z Walking,Min Reoriented Accelerometer X Walking,Min Reoriented Accelerometer Y Walking,Min Reoriented Accelerometer Z Walking,Min Reoriented Gyroscope X Walking,Min Reoriented Gyroscope Y Walking,Min Reoriented Gyroscope Z Walking,Median Accelerometer X Walking,Median Accelerometer Y Walking,Median Accelerometer Z Walking,Median Gyroscope X Walking,Median Gyroscope Y Walking,Median Gyroscope Z Walking,Median Reoriented Accelerometer X Walking,Median Reoriented Accelerometer Y Walking,Median Reoriented Accelerometer Z Walking,Median Reoriented Gyroscope X Walking,Median Reoriented Gyroscope Y Walking,Median Reoriented Gyroscope Z Walking,Mean Accelerometer X Running,Mean Accelerometer Y Running,Mean Accelerometer Z Running,Mean Gyroscope X Running,Mean Gyroscope Y Running,Mean Gyroscope Z Running,Mean Reoriented Accelerometer X Running,Mean Reoriented Accelerometer Y Running,Mean Reoriented Accelerometer Z Running,Mean Reoriented Gyroscope X Running,Mean Reoriented Gyroscope Y Running,Mean Reoriented Gyroscope Z Running,Variance Accelerometer X Running,Variance Accelerometer Y Running,Variance Accelerometer Z Running,Variance Gyroscope X Running,Variance Gyroscope Y Running,Variance Gyroscope Z Running,Variance Reoriented Accelerometer X Running,Variance Reoriented Accelerometer Y Running,Variance Reoriented Accelerometer Z Running,Variance Reoriented Gyroscope X Running,Variance Reoriented Gyroscope Y Running,Variance Reoriented Gyroscope Z Running,Max Accelerometer X Running,Max Accelerometer Y Running,Max Accelerometer Z Running,Max Gyroscope X Running,Max Gyroscope Y Running,Max Gyroscope Z Running,Max Reoriented Accelerometer X Running,Max Reoriented Accelerometer Y Running,Max Reoriented Accelerometer Z Running,Max Reoriented Gyroscope X Running,Max Reoriented Gyroscope Y Running,Max Reoriented Gyroscope Z Running,Min Accelerometer X Running,Min Accelerometer Y Running,Min Accelerometer Z Running,Min Gyroscope X Running,Min Gyroscope Y Running,Min Gyroscope Z Running,Min Reoriented Accelerometer X Running,Min Reoriented Accelerometer Y Running,Min Reoriented Accelerometer Z Running,Min Reoriented Gyroscope X Running,Min Reoriented Gyroscope Y Running,Min Reoriented Gyroscope Z Running,Median Accelerometer X Running,Median Accelerometer Y Running,Median Accelerometer Z Running,Median Gyroscope X Running,Median Gyroscope Y Running,Median Gyroscope Z Running,Median Reoriented Accelerometer X Running,Median Reoriented Accelerometer Y Running,Median Reoriented Accelerometer Z Running,Median Reoriented Gyroscope X Running,Median Reoriented Gyroscope Y Running,Median Reoriented Gyroscope Z Running
2018-10-24T11:22:50.0000000,-0.085790615,-0.32394432,1.2895881900000001,19.89123959,8.660635910000002,-0.6037812050000003,-0.19328414128424343,0.03621525928845033,1.3178267517365476,9.334227941346866,-19.47950814095547,-2.1103388024923935,0.11968867929386678,0.5146761940002575,0.9453845637613437,71738.21693990685,3162.2479794915334,2961.1276635952386,0.4873211491574769,0.12523483465547544,0.9671934532425159,2416.388230265865,72614.57780957503,2830.6265431527095,1.702148,2.5620119999999997,7.20752,367.553733,233.76466299999998,115.989997,2.6887523393835093,1.3001875479776004,7.299707228931953,193.33649995048907,903.2062002784841,104.87557778557509,-1.3432620000000002,-3.6333010000000003,-1.859375,-896.4233949999999,-106.710822,-150.939951,-2.9038738120919287,-1.7297389291075584,-1.86487406519524,-106.16213206541599,-368.40984388219636,-158.82460087991134,-0.028264,-0.0647435,1.0441995,-8.8485725,-0.4599,-0.848694,0.04115527954331876,-0.0061095866308275995,1.0453344704415606,1.2265192467319461,8.926182041393467,-0.6232534897509796,-0.06879882999999996,-0.81748536,1.4686328400000002,42.55005139499999,11.084290235000001,-4.901733685,-0.6648263486111807,-0.006751363757215389,1.5452696712321465,12.200405904105692,-41.88686754571245,-7.350903334456619,0.5310095004049312,2.5440111065089304,3.875577456483734,109272.79434950725,3931.289385418037,1862.8993451700894,2.639362088673179,0.4790592934258225,3.832176681298594,3761.2280441981025,109626.86131276279,1678.8937231344746,2.707031,2.053223,11.435547,454.46780099999995,212.280286,108.398444,2.1095518931743067,4.464664248539597,11.900590920465927,174.17519503122162,1059.6468789963017,96.93823615056507,-4.828613,-6.864258,-4.045898,-1052.490299,-175.53712,-145.01953999999998,-7.119352402302063,-2.6581554122252538,-3.64545817344297,-189.6999090802837,-453.26960185487985,-130.77297013265562,-0.0637205,-0.1708985,1.2436525,-8.3923345,4.852295499999999,-4.455567,-0.0533795297898908,0.01639020036118371,1.253762451144698,5.015446981730355,8.522605311676738,-4.558921627947327
2018-10-24T11:22:50.2500000,-0.08748738500000001,-0.385877915,1.20510088,25.36426239,3.8736483199999996,4.488382205,-0.26356472673069226,0.03760425009871602,1.2401384979080152,5.314580245508174,-25.29037051317981,3.263269653906601,0.15424199971882677,0.5020800871022878,0.6396577833673356,52094.23186479785,2189.317623355451,2317.204012869582,0.4994024508947157,0.15650201595930605,0.6400754033344284,1803.5874776928051,52643.583624241895,2153.582399088202,1.702148,2.5620119999999997,5.613086,367.553733,170.76234,115.989997,2.6887523393835093,1.4321302066696864,5.796365087608988,137.3692767524845,849.4992532814357,104.87557778557509,-1.478027,-2.57373,-1.859375,-844.937796,-106.710822,-131.194466,-2.7068427260133325,-1.7297389291075584,-1.86487406519524,-106.16213206541599,-368.40984388219636,-137.17818003033656,-0.0292235,-0.1037915,1.0544434999999999,-9.6923835,-0.4599,-0.854492,0.012327383099057194,-0.0061095866308275995,1.0665720749819414,0.967357099832642,9.443778516617392,-0.5912515091507264,-0.056237784999999985,-0.77527833,1.48050051,-13.478699569999998,10.246887845000002,-5.368347494999999,-0.6211614683120736,-0.017824316709800937,1.552398679965225,9.10115029598958,14.046668065006388,-5.945871424336219,0.7012865561861288,2.695353065554891,4.55195970548713,99028.57260087783,4259.885708421804,1705.0536675634805,2.7330539251961885,0.6245969602450473,4.590948441786913,4044.341871590059,99405.17541549355,1543.9946897795096,2.74707,3.044922,11.435547,448.486355,212.280286,108.398444,3.0680330542126137,4.464664248539597,11.900590920465927,174.17519503122162,1059.6468789963017,96.93823615056507,-4.828613,-6.864258,-4.045898,-1052.490299,-175.53712,-145.01953999999998,-7.119352402302063,-2.6581554122252538,-3.64545817344297,-189.6999090802837,-447.0052113667177,-130.77297013265562,-0.032227,-0.146973,1.0979005,-16.5405285,3.78418,-4.455567,-0.03288230332011663,-0.01217002476695252,1.1176121272303354,1.9637634704720646,16.074513449864185,-4.372447321329023
2018-10-24T11:22:50.5000000,-0.058691005,-0.30276513999999993,1.1419490150000002,-16.073118065,5.965018075000001,-2.4436860950000003,-0.18628311266891878,0.014135245255716746,1.1680144321465122,5.042011834317115,16.374281842885793,-2.5217409640463107,0.14192482402192497,0.47252827315800033,0.6092307220293046,39453.237479609204,2063.62396560129,1664.438789732412,0.4748571360024158,0.14387032346701775,0.6049563597397966,1694.8041247072338,39860.093508177,1626.40260205867,1.702148,2.5620119999999997,5.613086,358.947776,170.76234,115.989997,2.6887523393835093,1.4321302066696864,5.796365087608988,137.3692767524845,849.4992532814357,104.87557778557509,-1.478027,-2.57373,-1.859375,-844.937796,-106.710822,-131.194466,-2.7068427260133325,-1.7297389291075584,-1.86487406519524,-106.16213206541599,-362.4287362588087,-137.17818003033656,-0.0238185,-0.0957035,1.0311819999999998,-11.9995125,0.524292,-2.3498535,0.019441979901246124,-0.010193955841540724,1.0348012726632776,0.7160265735551782,12.227575324837375,-1.9391548580221727,-0.052087400000000006,-0.550837415,1.6075219950000001,-31.39129832,13.555603870000002,-7.588806609999999,-0.38490242868366814,-0.015909398230447902,1.6558559511179651,11.452938424347332,32.1386036358405,-7.918228971558069,0.46386423868287996,2.2234034465490224,4.208672824924115,111293.54555564786,4246.144578413748,1661.303143025728,2.201480155887914,0.40955680562827224,4.284903548639831,3776.282661546465,111857.39619779128,1567.314417749584,2.74707,3.044922,11.435547,448.486355,217.71241600000002,102.600104,3.0680330542126137,3.495174924892573,11.900590920465927,174.92066952986167,1059.6468789963017,94.58974083183,-3.811523,-5.9077150000000005,-4.045898,-1052.490299,-175.53712,-128.295906,-6.237013687366028,-2.595513263031417,-3.64545817344297,-189.6999090802837,-447.0052113667177,-128.97556251866578,-0.0246585,-0.111328,1.1210935,-17.852784,4.394531499999999,-4.394532,-0.004596034543558291,-0.017026167612794893,1.121708362814379,3.3934221115704792,17.095613816475073,-3.9141849336479986
2018-10-24T11:22:50.7500000,-0.058232,-0.23577295499999998,1.16614335,-7.247739099999994,3.372854825,-0.35750433999999925,-0.11719965051499542,0.015864902887120596,1.1852774829794919,3.0287713617383396,7.392092729479918,-0.4660366964062081,0.07735271310568,0.291944543628183,0.4548617751606375,35946.46367672414,1546.0558637527472,1463.8904468045553,0.28754986130717197,0.07905581630769064,0.4575533542796378,1174.903738844627,36419.761378739386,1361.744869697439,1.250977,1.1376950000000001,5.613086,358.947776,170.76234,115.989997,1.201269150925066,1.4321302066696864,5.796365087608988,133.13152321328323,849.4992532814357,104.87557778557509,-1.478027,-2.57373,-1.579102,-844.937796,-106.710822,-131.194466,-2.7068427260133325,-1.3112434862673474,-1.3202198524104354,-106.16213206541599,-362.4287362588087,-137.17818003033656,-0.0230175,-0.098877,1.0252785,-9.067994,0.6152340000000001,-2.4603270000000004,0.006652081866249706,-0.0104651509585133,1.0255358453914165,0.6571312258706231,9.025168245795419,-2.240879532306199,-0.098684095,-0.696323255,1.692558605,28.52996998,15.105286585000002,-8.14270069,-0.5226430663955834,0.02207200932207559,1.7566207072024447,15.309800634934804,-27.623832518995805,-10.53405552874242,0.492266041472286,2.3918662704638,4.209062176337989,123245.23188486496,4479.362807798793,2209.675213688548,2.3827937195816014,0.4374905585521005,4.272910210140372,4205.040402973253,123726.50663658643,2002.7228667926026,2.74707,3.044922,11.435547,459.289579,217.71241600000002,102.600104,3.0680330542126137,3.495174924892573,11.900590920465927,174.92066952986167,1059.6468789963017,94.58974083183,-3.811523,-5.9077150000000005,-4.045898,-1052.490299,-175.53712,-128.295906,-6.237013687366028,-2.595513263031417,-3.64545817344297,-189.6999090802837,-458.18399967848814,-128.97556251866578,-0.053223,-0.1635745,1.371338,-7.56836,5.4626470000000005,-3.631592,-0.04950389185867213,0.005618830002308537,1.4072386107008565,6.46350551300745,7.317474461739902,-3.7118191113635888
2018-10-24T11:22:51.0000000,-0.065536675,-0.233907715,1.24261308,-31.930052610000004,8.065848275,-5.484762935,-0.10780185879646272,0.02112572940526986,1.261359427082854,6.190579388980951,32.38438434087811,-5.253300887713453,0.08124293584379938,0.4686928285281438,1.0497478757211236,57324.64348430204,1898.1215227978437,1816.0923663793126,0.4236466627663615,0.08151298906078792,1.0945239882659172,1324.1180366157746,58020.79203934558,1693.9472975178319,1.250977,1.1376950000000001,10.157227,358.947776,195.06837099999998,115.989997,1.201269150925066,1.4321302066696864,10.695379212799313,154.24208486229938,957.0488763373703,104.87557778557509,-1.478027,-5.681152,-1.579102,-950.317441,-106.710822,-131.194466,-4.631842837845436,-1.3112434862673474,-1.3202198524104354,-106.16213206541599,-362.4287362588087,-137.17818003033656,-0.024248,-0.0997925,1.016931,-9.661866,0.549316,-3.1433105,0.002653192655258322,-0.008076270222449132,1.0208684485552963,0.5354558649101632,9.55603561138959,-2.8104233593357693,-0.038327645,-0.8500781449999999,1.5413623250000001,0.08666989999999714,16.347046920000004,-3.5568239299999997,-0.6885650912752876,-0.040583659349833684,1.6199168989729456,15.88725313399883,0.7088935671865443,-5.193949259659161,0.609116696639899,2.677569051654464,4.46780263827622,102278.58569456701,4939.8550540790975,2059.9210135581384,2.6897868369490747,0.5397764203480131,4.524925129273494,4944.786690082484,102448.36130040586,1885.2137717158967,2.74707,3.044922,10.900391,459.289579,217.71241600000002,102.600104,3.0680330542126137,3.495174924892573,11.502836121485826,200.90392223550742,1017.6625324984623,94.58974083183,-3.811523,-5.9077150000000005,-4.658691,-1009.277405,-177.612316,-128.295906,-6.237013687366028,-2.595513263031417,-4.1993345759698615,-191.4455195689206,-458.18399967848814,-128.97556251866578,-0.0197755,-0.1850585,1.1586915,-12.268066999999999,7.1716315,-1.9836425,-0.06702910704547628,-0.034254915955329035,1.1638461336187609,8.149935306866281,12.453207693838984,-2.6629123762785962
2018-10-24T11:22:51.2500000,-0.061806035,-0.301108785,1.2995111099999996,11.200095285000005,7.115997735,-1.5361848000000002,-0.16862033611775562,0.012961190513388518,1.3246187380405126,7.359194276248684,-10.839690964739525,-2.604377332632224,0.08964366211028377,0.4846648569467287,1.0727829827946578,72479.25643153816,2064.855529796394,2136.629745880096,0.43597509271529056,0.09141895299082074,1.1196974561455593,1484.257971060043,73272.34294544604,1924.1407907085645,1.250977,1.1376950000000001,10.157227,376.64797200000004,195.06837099999998,115.989997,1.201269150925066,1.4321302066696864,10.695379212799313,154.24208486229938,957.0488763373703,104.87557778557509,-1.478027,-5.681152,-1.579102,-950.317441,-106.710822,-131.194466,-4.631842837845436,-1.3112434862673474,-1.3202198524104354,-106.16213206541599,-376.94736614485504,-137.17818003033656,-0.026123,-0.11621100000000001,1.0259545,-7.7819825,1.2817379999999998,-3.356934,-0.012095918990382225,-0.007803408160696826,1.0290407081483364,1.7923809332026854,7.973516942456506,-3.0415083075594262,-0.034692390000000004,-0.5688110449999999,1.495144065,-23.426209934999996,15.158387175000003,-6.181640989999998,-0.41358976710819617,-0.030941811055115672,1.5453774460676737,13.505640800622025,24.213259284036905,-6.934871332888572,0.4481147320245379,2.201847546715813,3.6947222785569416,102526.88113248037,4351.434977054932,1750.9717811565636,2.1759541261120914,0.3919128744221798,3.7768175567630204,4126.439860352673,102848.12852953307,1654.719500806132,2.74707,3.044922,10.900391,459.289579,217.71241600000002,102.600104,3.0680330542126137,3.495174924892573,11.502836121485826,200.90392223550742,1017.6625324984623,94.58974083183,-3.811523,-5.9077150000000005,-4.658691,-1009.277405,-177.612316,-128.295906,-6.237013687366028,-2.595513263031417,-4.1993345759698615,-191.4455195689206,-458.18399967848814,-128.97556251866578,-0.017334000000000002,-0.11792,1.0979005,-17.364503,4.516602,-3.112793,-0.01186404162598067,-0.017026167612794893,1.0966708623297554,4.258820637504646,16.545331292588813,-3.3267655800065543
2018-10-24T11:22:51.5000000,-0.05689972000000001,-0.3925707,1.27807848,8.539587925000001,8.938629695,-4.4314974750000005,-0.2615301114500916,0.004753280612508129,1.312407459900316,8.7688464033843,-8.024855956046757,-5.583086266808724,0.11914006436216158,0.66241481541674,1.2758280535727495,78001.42862854122,2673.9224881389714,2348.3462034202003,0.6161187505833915,0.1184024147728863,1.3228617679953734,2117.6226608347583,78725.08464580603,2180.9900134596114,1.250977,2.772949,10.157227,376.64797200000004,195.06837099999998,115.989997,2.80518523135973,1.4321302066696864,10.695379212799313,154.24208486229938,957.0488763373703,104.87557778557509,-1.478027,-5.681152,-2.337891,-950.317441,-140.31983300000002,-131.194466,-4.631842837845436,-1.3112434862673474,-2.439722985075877,-161.99347335573626,-376.94736614485504,-137.17818003033656,-0.027299999999999998,-0.13183599999999998,1.0331055,-5.889893000000001,1.5869144999999998,-3.7780765,-0.02620060558607281,-0.007803408160696826,1.0425778699292052,2.407705808233511,6.06012930304076,-3.802570290647396,-0.041713885000000006,-0.58545655,1.6771215999999998,5.226440735000001,18.250123205,-10.939331715000002,-0.411771876987846,-0.02966988610818768,1.7282360661976965,17.226163034796105,-4.138993713078362,-12.891070408103188,0.4548885566498218,2.3735109937585275,4.30688469977979,127081.30208589516,4541.604962831689,2088.236827297519,2.339743726897093,0.39746147385999,4.3980790494310575,4251.810450208017,127467.28979073287,1992.0436350834848,2.74707,3.044922,11.065430000000001,462.219266,217.71241600000002,102.600104,3.0680330542126137,3.495174924892573,11.502836121485826,200.90392223550742,1104.7709563556314,94.58974083183,-3.811523,-5.9077150000000005,-4.658691,-1097.7783869999998,-177.612316,-128.295906,-6.237013687366028,-2.595513263031417,-4.1993345759698615,-191.4455195689206,-459.32963440996804,-128.97556251866578,-0.0285645,-0.138184,1.3542480000000001,-9.368897,8.880616,-4.2114259999999994,-0.019793263602642566,-0.010923474548645881,1.3481940635722292,10.761804662439513,9.352308240458868,-3.6042145880678937
2018-10-24T11:22:51.7500000,-0.03922636,-0.40227176,1.2263994299999998,18.62797355,4.60855435,2.2133607250000007,-0.27576622841635917,-0.011882314444947244,1.2614391130709084,5.545196695991263,-18.468554934015014,1.1412316712278352,0.1078418977489904,0.5958808019438524,1.0477627988468452,57277.54530716105,1652.8374178567406,1770.590001634963,0.558029528085051,0.10445191024163684,1.089004060213,1408.6731799537738,57680.08278678626,1612.216759912729,1.250977,2.772949,10.157227,376.64797200000004,195.06837099999998,115.989997,2.80518523135973,1.4321302066696864,10.695379212799313,154.24208486229938,957.0488763373703,104.87557778557509,-1.478027,-5.681152,-2.337891,-950.317441,-140.31983300000002,-110.534675,-4.631842837845436,-1.3112434862673474,-2.439722985075877,-161.99347335573626,-376.94736614485504,-120.51471770480605,-0.025635,-0.128662,1.043701,-8.209229,1.0986325,-2.502442,-0.02383041926376135,-0.010687999935661758,1.0464673437646752,1.7923809332026854,8.364826335155554,-2.5950421840455835,-0.055910654999999976,-0.8867504999999999,1.559697275,19.877625699999996,16.838074770000002,-6.434936909999999,-0.7238338856684937,-0.025094133438260436,1.6424198095067644,16.8643492900748,-18.95598383739177,-8.735764319393404,0.729554536305486,2.9007593589113903,4.848579039884941,112537.61566068478,4793.262317702088,2366.2601863553123,2.913761423338303,0.6501268389201976,4.915004672843313,4826.508951751417,112708.22008328311,2162.40912970766,2.74707,3.044922,11.065430000000001,462.219266,217.71241600000002,102.600104,3.0680330542126137,5.407554720035086,11.502836121485826,200.90392223550742,1104.7709563556314,94.58974083183,-5.802734,-6.810547,-4.658691,-1097.7783869999998,-193.481457,-135.43702,-7.117343206304111,-2.595513263031417,-4.1993345759698615,-199.25677273475208,-459.32963440996804,-128.97556251866578,-0.037842,-0.20410150000000002,1.2485355,-9.368897,7.354737,-1.4953615,-0.08544208574333396,-0.0058085425920041955,1.2908276411200963,12.232588955520235,9.352308240458868,-2.828812547348887
2018-10-24T11:22:52.0000000,-0.028051740000000002,-0.28345214,1.183535155,-18.188477674999994,6.083984745000001,-4.9407961899999995,-0.1616135527030295,-0.016790436551935583,1.2064355016873392,4.820685585331813,18.56101213296438,-4.949431946173986,0.09873135426614241,0.5160717310603103,1.011978852204991,46464.998280975895,1520.1477245301448,986.0862036968088,0.47440697125541204,0.09529247724985825,1.0570824890261732,1332.2398015606093,46697.7812990012,941.2111086410446,1.250977,2.772949,10.157227,376.64797200000004,195.06837099999998,78.06397,2.80518523135973,1.4321302066696864,10.695379212799313,154.24208486229938,957.0488763373703,63.41322363363963,-1.478027,-5.681152,-2.337891,-950.317441,-140.31983300000002,-110.534675,-4.631842837845436,-1.3112434862673474,-2.439722985075877,-161.99347335573626,-376.94736614485504,-120.51471770480605,-0.023682,-0.10546900000000001,1.0180665,-10.620118,2.838135,-2.4414065,-0.0015379222728379425,-0.008952813390561032,1.0230302121236594,2.1211025426769723,10.700241203099527,-2.4801977447626125,-0.05618165499999999,-0.63327882,1.5991382099999998,-15.269165989999998,13.476563335000002,-7.699280265,-0.4678660899952208,-0.015104412630084486,1.6559935493391331,12.001606262751748,16.036988416514,-8.533496094446354,0.667536595543366,2.4133468110568774,4.398098788651586,97834.25560888827,4479.773850066732,2043.0574944248824,2.3453637348167753,0.5932441930971148,4.540374267337939,4445.1830066025905,98022.46210920738,1889.4418375699233,2.74707,3.044922,11.065430000000001,462.219266,217.71241600000002,91.55274,3.0680330542126137,5.407554720035086,11.502836121485826,200.90392223550742,1104.7709563556314,87.46664532089802,-5.802734,-6.810547,-4.658691,-1097.7783869999998,-193.481457,-135.43702,-7.117343206304111,-2.595513263031417,-4.1993345759698615,-199.25677273475208,-459.32963440996804,-128.97556251866578,-0.0285645,-0.1362305,1.1079105,-18.1274425,2.8076175,-3.6621095,-0.0254894002020987,-0.010923474548645881,1.1131110950246073,2.3740724213713245,17.549572884979153,-3.3485858769126264
2018-10-24T11:22:52.2500000,-0.023657205,-0.232988285,1.171564945,-3.670349339999999,4.501343045,-4.44793727,-0.11250706794155958,-0.01869633579252033,1.1892855970453997,3.873120296882141,3.980527822521479,-4.761516235851277,0.05165727865072297,0.4235723333466638,0.8681645738012119,43023.7077404098,1368.3815387655932,915.3099337132548,0.3741358205973732,0.04819987950416684,0.921058485697059,1181.3982188091243,43252.5100436232,873.4909504563242,1.196289,2.772949,10.157227,376.64797200000004,195.06837099999998,78.06397,2.80518523135973,0.982456067455736,10.695379212799313,154.24208486229938,957.0488763373703,63.41322363363963,-1.0356450000000001,-5.681152,-2.337891,-950.317441,-140.31983300000002,-110.534675,-4.631842837845436,-1.240280399192594,-2.439722985075877,-161.99347335573626,-376.94736614485504,-120.51471770480605,-0.023682,-0.09985350000000001,1.014648,-11.4440925,1.8005375,-2.4414065,0.0033146492929056596,-0.008619344232944161,1.0199415655682489,1.4302119943936908,11.653228533329418,-2.5950421840455835,-0.06323732,-0.558459485,1.656398955,-13.570862665,15.507813460000001,-10.958252629999999,-0.3879133111198449,-0.006450102339025588,1.7055835108220865,13.754001937420949,14.51759513630376,-12.033734027688165,0.5009229214027876,2.3688739095589897,4.179537118444733,118758.46937005746,4269.337626505343,2062.378880613787,2.3507898025633143,0.45011793297798375,4.248426213865212,4048.8148935721797,119136.01322383826,1905.3577597661701,2.57373,2.582031,11.065430000000001,462.219266,217.71241600000002,91.55274,2.622733913233541,5.407554720035086,11.490697055755307,200.90392223550742,1104.7709563556314,87.46664532089802,-5.802734,-6.810547,-4.658691,-1097.7783869999998,-193.481457,-135.43702,-7.117343206304111,-2.4479821083831586,-4.1993345759698615,-199.25677273475208,-459.32963440996804,-128.97556251866578,-0.0444335,-0.11499,1.2485355,-15.106202,3.7536620000000003,-5.523682,-0.009667303452289965,0.014546717571206673,1.2384923122495188,4.619920714659514,15.461259582378576,-4.360699257536723
